Name,lon,lat,District,District_c,Gr_ml_cm,Ho_size_r,Ho_size_u,Mg_fl_cl,Pop_2001,Pop_2011,Pop_2013,Pop_g_r,Pop_g_u,Population,Source,State,State_code,Township,Township_c,Village,Village_co,Village_fa,Village_hh,Village_po,Villagetra,Vt_code,Vt_hh,Vt_pop
Man Wing(Man Wing Gyi),97.5976631,23.8264074,Banmaw,902,21,7.96,6.01,1.28,4296,4927,,0.0091,0.0144,4927,DRD,Kachin,9,Mansi,90210,Man Wing(Man Wing Gyi),9021036001,619,546,4296,ManWeinGyi,9021036,546,4296
Nam hkai,98.1146444,23.2245876,Lashio,1501,20,6.98,5.59,1.14,2053,2266,,0.0066,0.0114,2266,DRD,Shan (North),15,Theinni,150102,Nam hkai,15010225001,450,423,2053,Nam hkai,15010225,423,2053
Tat Kyaung,98.0855263,22.2247551,Lashio,1501,20,6.98,5.59,1.14,80,88,,0.0066,0.0114,88,DRD,Shan (North),15,Mongyai,150104,Tat Kyaung,15010417009,,8,80,Man Hpai,15010417,324,1898
Nantsale,100.318144,21.0466594,Mongpyek,1703,20,5.44,5.2,1.14,31,34,,0.0066,0.0114,34,DRD,Shan (East),17,Mongyaung,170311,Nantsale,17031107009,5,5,31,Parhoke,17031107,263,1058
Panglan,97.0734619,22.5759132,Kyaukme,1503,20,6.98,5.59,1.14,280,309,,0.0066,0.0114,309,DRD,Shan (North),15,Kyaukme,150306,Panglan,15030511006,,24,280,Narhkaw,,215,1894
Ya Kyi,96.592531,20.9075754,Taunggyi,1601,19,6.05,5.46,1,1518,1675,,0.0066,0.0114,1675,DRD,Shan (South),16,YwaNgan,160109,Ya Kyi,16010905001,269,269,1518,Ya Kyi,16010905,551,3146
Pang Nang,97.28192,23.30653,Kyaukme,MMR015D003,,,,,,58,59,,,58,MIMU+GAD,Shan (North),MMR015,Manton,MMR015019,Pang Nang,210898,,11,59,Pang Nang,MMR015019006,,
Hoong ahat,96.7842189,22.8185555,Kyaukme,1503,20,6.98,5.59,1.14,611,674,,0.0066,0.0114,674,DRD,Shan (North),15,Kyaukme,150306,Hoong ahat,15030524003,,123,611,Myohaung,,251,1416
Na-le,99.9375003,20.8789445,Mongpyek,1703,20,5.44,5.2,1.14,26,29,,0.0066,0.0114,29,DRD,Shan (East),17,Mongpyek,170310,Na-le,17031002006,7,7,26,Wanlone,17031002,210,1053
Muck Kyine,98.1202144,21.7950576,Taunggyi,1601,19,6.05,5.46,1,191,211,,0.0066,0.0114,211,DRD,Shan (South),16,KyiThe,160211,Muck Kyine,16021115009,22,22,191,Wam Suck,16021115,243,2530
Na-kyeh,97.9308883,23.2032904,Lashio,1501,20,6.98,5.59,1.14,154,170,,0.0066,0.0114,170,DRD,Shan (North),15,Theinni,150102,Na-kyeh,15010203004,29,25,154,Ho-teng,15010203,143,886
Wam Mai,97.5940394,20.7084672,Loilem,1602,19,6.05,5.46,1,273,301,,0.0066,0.0114,301,DRD,Shan (South),16,NamSan,160202,Wam Mai,16020204004,27,27,273,Mine Sake,16020204,618,4122
Man Se kam,97.5580269,23.6884761,Muse,1502,20,6.98,5.59,1.14,339,374,,0.0066,0.0114,374,DRD,Shan (North),15,Namkham,150213,Man Se kam,15021329003,,49,339,Mangpu,,361,2158
Pyine lone,97.6721238,22.8277547,Lashio,1501,20,6.98,5.59,1.14,145,160,,0.0066,0.0114,160,DRD,Shan (North),15,Lashio,150101,Pyine lone,15010144004,25,0,145,Khe-nim,,422,1745
Saikhauk-kaw,100.020097,20.8580688,Mongpyek,1703,20,5.44,5.2,1.14,57,63,,0.0066,0.0114,63,DRD,Shan (East),17,Mongpyek,170310,Saikhauk-kaw,17031014006,14,12,57,Tawnyunantkhan,17031014,73,351
Wansele,100.581573,21.3350541,Mongpyek,1703,20,5.44,5.2,1.14,183,202,,0.0066,0.0114,202,DRD,Shan (East),17,Mongyu,170312,Wansele,17031202003,34,34,183,Mongloi,17031202,99,485
Laungzin,96.34775552,22.84599321,NULL,NULL,19,5.71,5.27,1,345,411,,0.0117,0.012,411,DRD,Mandalay,1,Magoke,NULL,Laungzin,1010201901,NULL,65,345,Loung-zin,10103008,NULL,NULL
Nar Tike,97.8481892,21.9827651,Taunggyi,1601,19,6.05,5.46,1,50,55,,0.0066,0.0114,55,DRD,Shan (South),16,KyiThe,160211,Nar Tike,16021103009,6,6,50,Wam Hpwe,16021103,330,3017
Kye It,97.7055585,20.8246068,Loilem,1602,19,6.05,5.46,1,171,189,,0.0066,0.0114,189,DRD,Shan (South),16,NamSan,160202,Kye It,16020205008,27,27,171,Amhurk (5 ),16020205,441,2503
Lin Lay Inn,96.6112989,20.9761524,Taunggyi,1601,19,6.05,5.46,1,678,748,,0.0066,0.0114,748,DRD,Shan (South),16,PinTaYa,160106,Lin Lay Inn,16010619002,0,136,678,Maenetaung,16010619,447,2235
Hsa-pu,97.3302496,22.7998662,kyaukme,1503,20,6.98,5.59,1.14,79,87,,0.0066,0.0114,87,DRD,Shan (North),15,namtu,150308,Hsa-pu,15030813002,,16,79,chaungzar,,240,1189
ManLolhpu,98.2791524,22.217661,Lashio,1501,20,6.98,5.59,1.14,51,56,,0.0066,0.0114,56,DRD,Shan (North),15,Mongyai,150104,ManLolhpu,15010423008,,10,51,Mong Heng,15010423,306,1428
Ngar Mu,97.0804669,19.9155409,Taunggyi,1601,19,6.05,5.46,1,157,173,,0.0066,0.0114,173,DRD,Shan (South),16,phekhon,160103,Ngar Mu,16010302001,24,24,157,Ku Yin,16010302,274,2170
Manlisaw,97.1018405,22.9642,Kyaukme,1503,20,6.98,5.59,1.14,358,395,,0.0066,0.0114,395,DRD,Shan (North),15,Nam san,150309,Manlisaw,15030912003,,58,358,Kayargyi,,576,1967
Kawng-hka,98.0494059,23.4357411,Mu Se,1502,20,6.98,5.59,1.14,1319,1456,,0.0066,0.0114,1456,DRD,Shan (North),15,Kaut Khine,150215,Kawng-hka,15021514001,200,200,1319,Kaungkhar,15021514,280,2023
Manlwe,97.7142306,23.2840228,Mu Se,1502,20,6.98,5.59,1.14,158,174,,0.0066,0.0114,174,DRD,Shan (North),15,Kaut Khine,150215,Manlwe,15021519007,25,25,158,Kyeinmun,15021519,162,1008
Naintpanwantike,99.65075,21.60444,Kyaington,1701,20,5.44,5.2,1.14,57,63,,0.0066,0.0114,63,DRD,Shan (East),17,Mongket,170102,Naintpanwantike,17010215017,13,10,57,Wan on,17010215,263,1449
Kutkai,97.943333,23.459167,,,20,6.98,5.59,1.14,173070,190988,,0.0066,0.0114,190988,DRD,Shan (North),15,,,,,,,,,,,
Sintaung,96.349136,20.924514,Makehtila,104,19,5.71,5.27,1,305,363,,0.0117,0.012,363,DRD,Mandalay,1,Thazi,10402,Sintaung,1040207301,192,149,305,Sintaung,10402073,309,708
Tai Pin,96.6538948,20.8260971,Taunggyi,1601,19,6.05,5.46,1,532,587,,0.0066,0.0114,587,DRD,Shan (South),16,PinTaYa,160106,Tai Pin,16010612002,0,105,532,Kyarkone,16010612,356,2178
Man Nar Pang,98.34631,22.14591,Lashio,MMR015D001,,,,,,273,278,,,273,GAD+MIMU,Shan (North),MMR015,Tangyan,MMR015004,Man Nar Pang,206820,,54,278,Tawng Hyoe,MMR015004026,,
Naungpyit,96.8552097,22.3752776,Kyaukme,1503,20,6.98,5.59,1.14,419,462,,0.0066,0.0114,462,DRD,Shan (North),15,Kyaukme,150306,Naungpyit,15030519003,,50,419,Chaungchauk,,289,2319
Wanmikekaw,99.4863,21.60254,Kyaington,1701,20,5.44,5.2,1.14,55,61,,0.0066,0.0114,61,DRD,Shan (East),17,Mongket,170102,Wanmikekaw,17010204011,10,9,55,Naung-lone,17010204,144,882
Tun Hsay,97.29317,23.25797,Kyaukme,MMR015D003,,,,,,100,102,,,100,MIMU+GAD,Shan (North),MMR015,Manton,MMR015019,Tun Hsay,210891,,21,102,Tun Hsay,MMR015019005,,
Kun Al,97.8179903,20.9722341,Loilem,1602,19,6.05,5.46,1,142,157,,0.0066,0.0114,157,DRD,Shan (South),16,NamSan,160202,Kun Al,16020208002,27,27,142,Naung  Hee,16020208,894,4651
Pangkai,97.4527191,23.5171294,Muse,1502,20,6.98,5.59,1.14,24,26,,0.0066,0.0114,26,DRD,Shan (North),15,Namkham,150213,Pangkai,15021339004,,2,24,Manwun(loi),,77,463
Pangti,98.2895419,23.3621428,Lashio,1501,20,6.98,5.59,1.14,542,598,,0.0066,0.0114,598,DRD,Shan (North),15,Theinni,150102,Pangti,15010221001,110,107,542,Pangti,15010221,107,542
Naungpar,98.0876206,23.796634,Muse,1502,20,6.98,5.59,1.14,0,0,,0.0066,0.0114,0,DRD,Shan (North),15,Muse,0,Naungpar,15021217011,,0,0,,,0,0
Kyawtnu,99.9173916,20.8463206,Mongpyek,1703,20,5.44,5.2,1.14,73,81,,0.0066,0.0114,81,DRD,Shan (East),17,Mongpyek,170310,Kyawtnu,17031008005,18,15,73,Wanpon,17031008,153,760
KawngTap,97.7069477,23.8439024,Muse,1502,20,6.98,5.59,1.14,462,510,,0.0066,0.0114,510,DRD,Shan (North),15,Namkham,150213,KawngTap,15021303003,,107,462,Mankham,,181,1141
Karbarne(E),96.7425108,20.6447746,Taunggyi,1601,19,6.05,5.46,1,119,131,,0.0066,0.0114,131,DRD,Shan (South),16,Kalaw,160102,Karbarne(E),16010210007,26,26,119,,16010210,653,3033
Kawsalmain,100.51155,21.276168,Mongpyek,1703,20,5.44,5.2,1.14,170,188,,0.0066,0.0114,188,DRD,Shan (East),17,Mongyu,170312,Kawsalmain,17031203004,37,37,170,Tarkyant,17031203,221,1050
Harkyarinnkaung,99.9734466,20.8040726,Mongpyek,1703,20,5.44,5.2,1.14,118,130,,0.0066,0.0114,130,DRD,Shan (East),17,Mongpyek,170310,Harkyarinnkaung,17031007002,25,24,118,Simon,17031007,60,294
Namshi,96.8963055,23.284213,Kyaukme,1503,20,6.98,5.59,1.14,110,121,,0.0066,0.0114,121,DRD,Shan (North),15,Momeik,150310,Namshi,15031027002,,21,110,Man yawn,15031027,109,647
Ahtetmagyibin,96.702129,23.0899073,Kyaukme,1503,20,6.98,5.59,1.14,172,190,,0.0066,0.0114,190,DRD,Shan (North),15,Momeik,150310,Ahtetmagyibin,15031014005,,39,172,Le-gyi,15031014,671,3098
Kinle,96.333422,21.252803,Kyaukse,103,19,5.71,5.27,1,114,136,,0.0117,0.012,136,DRD,Mandalay,1,Myitthar,10303,Kinle,1030305801,0,0,114, ,10303058,0,0
Pon Houng,97.8954531,21.7171108,Taunggyi,1601,19,6.05,5.46,1,64,71,,0.0066,0.0114,71,DRD,Shan (South),16,KyiThe,160211,Pon Houng,16021118002,9,9,64,Mine Nan,16021118,499,3942
KUn Chin ( S ),96.7824138,20.3695752,Taunggyi,1601,19,6.05,5.46,1,,0,,0.0066,0.0114,0,DRD,Shan (South),16,Naung Ta Yar,160112,KUn Chin ( S ),16011211031,32,32,,Lwe Maw,16011211,1370,7386
Pangsalouk,96.9012141,22.5964505,Kyaukme,1503,20,6.98,5.59,1.14,94,104,,0.0066,0.0114,104,DRD,Shan (North),15,Kyaukme,150306,Pangsalouk,15030549004,,12,94,Loikyu,,213,1203
Khawtawlone,99.33172,21.79455,Kyaington,1701,20,5.44,5.2,1.14,104,115,,0.0066,0.0114,115,DRD,Shan (East),17,Mongket,170102,Khawtawlone,17010208012,20,18,104,Ton-pha-kaw,17010208,198,1211
La Kye Nan Hpae,97.0301608,19.7342635,Taunggyi,1601,19,6.05,5.46,1,126,139,,0.0066,0.0114,139,DRD,Shan (South),16,phekhon,160103,La Kye Nan Hpae,16010311019,25,25,126,Moe Byae,16010311,2777,16419
Kon Nar,97.8599106,22.0033741,Taunggyi,1601,19,6.05,5.46,1,214,236,,0.0066,0.0114,236,DRD,Shan (South),16,KyiThe,160211,Kon Nar,16021103005,20,20,214,Wam Hpwe,16021103,330,3017
Pan Mine Tine,97.4655979,21.3977289,Taunggyi,1601,19,6.05,5.46,1,162,179,,0.0066,0.0114,179,DRD,Shan (South),16,Lae Char,160206,Pan Mine Tine,16020618007,25,25,162,Wam Yain,16020618,386,2225
Pangti,96.9745968,22.5018636,Kyaukme,1503,20,6.98,5.59,1.14,350,386,,0.0066,0.0114,386,DRD,Shan (North),15,Kyaukme,150306,Pangti,15030512009,,52,350,Naungpaing,,433,3742
Ho Hpai,96.95969,19.97064,Taunggyi,1601,19,6.05,5.46,1,138,152,,0.0066,0.0114,152,DRD,Shan (South),16,Pin Laung,160108,Ho Hpai,16010813003,29,29,138,Nan Toke,16010813,1028,5446
Lansek,100.067881,21.0403778,Mongpyek,1703,20,5.44,5.2,1.14,158,174,,0.0066,0.0114,174,DRD,Shan (East),17,Mongpyek,170310,Lansek,17031019001,33,32,158,Lansek,17031019,127,632
Dar Seik,98.0387619,20.3504703,Taunggyi,1602,19,6.05,5.46,1,186,205,,0.0066,0.0114,205,DRD,Shan (South),16,Lin Kae,160205,Dar Seik,16020504003,191,186,186,Dar Seik,16020504,425,1546
Tinhtet,99.6304375,21.3887706,kyaington,1701,20,5.44,5.2,1.14,90,99,,0.0066,0.0114,99,DRD,Shan (East),17,kyaington,170101,Tinhtet,17010107013,13,13,90,Yankyein,17010107,372,2787
Wam On,97.6774934,20.9567184,Loilem,1602,19,6.05,5.46,1,47,52,,0.0066,0.0114,52,DRD,Shan (South),16,NamSan,160202,Wam On,16020212014,7,7,47,Loi Yae,16020212,323,1845
Parpoon,99.33483,21.71612,Kyaington,1701,20,5.44,5.2,1.14,179,198,,0.0066,0.0114,198,DRD,Shan (East),17,Mongket,170102,Parpoon,17010210001,32,30,179,Pa-poon,17010210,200,1192
Si mu gyi,96.7439958,24.1535511,Bamaw,902,21,7.96,6.01,1.28,294,337,,0.0091,0.0144,337,DRD,Kachin,9,Shwegu,90208,Si mu gyi,9020813001,35,35,294,Si mu gyi,9020813,184,1542
Tin Pit,97.6916139,21.0402553,Loilem,1602,19,6.05,5.46,1,191,211,,0.0066,0.0114,211,DRD,Shan (South),16,NamSan,160202,Tin Pit,16020212018,38,38,191,Loi Yae,16020212,323,1845
Kong-kang,97.8417523,22.9945341,Lashio,1501,20,6.98,5.59,1.14,190,210,,0.0066,0.0114,210,DRD,Shan (North),15,Lashio,150101,Kong-kang,15010106003,19,0,190,Wing-htan,,185,1841
Naunglone,99.40098,21.69238,Kyaington,1701,20,5.44,5.2,1.14,120,132,,0.0066,0.0114,132,DRD,Shan (East),17,Mongket,170102,Naunglone,17010204001,25,20,120,Naung-lone,17010204,144,882
Naw eal,99.6046976,21.2233706,kyaington,1701,20,5.44,5.2,1.14,61,67,,0.0066,0.0114,67,DRD,Shan (East),17,kyaington,170101,Naw eal,17010119006,12,12,61,HwekweL,17010119,360,1825
Kunghsa,97.9628296,22.6554458,Lashio,1501,20,6.98,5.59,1.14,357,394,,0.0066,0.0114,394,DRD,Shan (North),15,Mongyai,150104,Kunghsa,15010406004,,80,357,Manpunghtun,15010406,391,2043
Nagale,96.61579132,22.83004388,NULL,NULL,19,5.71,5.27,1,155,185,,0.0117,0.012,185,DRD,Mandalay,1,Magoke,NULL,Nagale,1010202804,NULL,26,155,Nyaung-tawk,10103030,NULL,NULL
Kyautyaeoe,96.9734991,20.7010694,Taunggyi,1601,19,6.05,5.46,1,465,513,,0.0066,0.0114,513,DRD,Shan (South),16,Nyaungshwe,160105,Kyautyaeoe,16010501009,72,64,465,Tilawsakhangyi,16010501,1214,7098
Kawng-hong,97.9563661,22.8208297,Lashio,1501,20,6.98,5.59,1.14,130,143,,0.0066,0.0114,143,DRD,Shan (North),15,Lashio,150101,Kawng-hong,15010134006,25,0,130,Mong-pai,,193,1020
Maungkyaw(out),96.627429,19.437131,Hpaan,1101,20,6.1,5.69,1.14,320,371,,0.01,0.0218,371,DRD,Kayin,11,Thantaung,110104,Maungkyaw(out),11010443003,0,66,320,Maungkyaw,11010443,282,1319
Lwal-sa-lwal,99.4771023,21.335762,kyaington,1701,20,5.44,5.2,1.14,110,121,,0.0066,0.0114,121,DRD,Shan (East),17,kyaington,170101,Lwal-sa-lwal,17010103017,20,20,110,Panmat,17010103,379,1823
Panglawng,96.6894345,22.6975835,Kyaukme,1503,20,6.98,5.59,1.14,357,394,,0.0066,0.0114,394,DRD,Shan (North),15,Kyaukme,150306,Panglawng,15030547003,,51,357,Hae`kwae,,415,3313
Lae Mar,96.8275379,21.3610207,Taunggyi,1601,19,6.05,5.46,1,133,147,,0.0066,0.0114,147,DRD,Shan (South),16,Yarksaung,160107,Lae Mar,16010712003,33,35,133,Mar Thae,16010712,490,2453
Ho-na,97.9518625,23.3045554,Lashio,1501,20,6.98,5.59,1.14,285,315,,0.0066,0.0114,315,DRD,Shan (North),15,Theinni,150102,Ho-na,15010201002,55,48,285,Hkamtung,15010201,311,1963
Wantong,99.6811153,21.2540454,kyaington,1701,20,5.44,5.2,1.14,153,169,,0.0066,0.0114,169,DRD,Shan (East),17,kyaington,170101,Wantong,17010113003,33,33,153,Monglann,17010113,712,4012
Pharlin,97.6863009,22.9028858,Lashio,1501,20,6.98,5.59,1.14,31,34,,0.0066,0.0114,34,DRD,Shan (North),15,Lashio,150101,Pharlin,15010119007,6,0,31,Kaung-jam,,219,1513
Hkatkaw,97.039134,23.5067176,kyaukme,1503,20,6.98,5.59,1.14,156,172,,0.0066,0.0114,172,DRD,Shan (North),15,Mabaine,150311,Hkatkaw,15031119002,,37,156,loizoung,,224,969
Chyusaing,97.7113376,23.7910647,Muse,1502,20,6.98,5.59,1.14,523,577,,0.0066,0.0114,577,DRD,Shan (North),15,Namkham,150213,Chyusaing,15021317002,,78,523,Sa-lu,,185,1540
Nam Sa Lat,97.8702026,21.9583441,Taunggyi,1601,19,6.05,5.46,1,270,298,,0.0066,0.0114,298,DRD,Shan (South),16,KyiThe,160211,Nam Sa Lat,16021101007,16,16,270,Pan Sai,16021101,174,3028
Pin Sein Pin,96.8326309,21.1223466,Taunggyi,1601,19,6.05,5.46,1,146,161,,0.0066,0.0114,161,DRD,Shan (South),16,Yarksaung,160107,Pin Sein Pin,16010704004,43,46,146,Myin Taung,16010704,563,2643
Myay Phyu,96.6770014,20.3028996,Taunggyi,1601,19,6.05,5.46,1,,0,,0.0066,0.0114,0,DRD,Shan (South),16,Naung Ta Yar,160112,Myay Phyu,16011207011,32,32,,Paw Yar,16011207,555,2876
Kyentaung,100.379701,21.1539995,Mongpyek,1703,20,5.44,5.2,1.14,73,81,,0.0066,0.0114,81,DRD,Shan (East),17,Mongyaung,170311,Kyentaung,17031106003,17,16,73,Wanman,17031106,495,2703
Hatlone,96.8796459,20.4240045,Taunggyi,1601,19,6.05,5.46,1,300,331,,0.0066,0.0114,331,DRD,Shan (South),16,Nyaungshwe,160105,Hatlone,16010527010,20,69,300,Taungto,16010527,1026,4565
Namhpan,96.7495146,22.8166062,Kyaukme,1503,20,6.98,5.59,1.14,245,270,,0.0066,0.0114,270,DRD,Shan (North),15,Kyaukme,150306,Namhpan,15030545001,,36,245,Naungshing,,195,1609
Honaung,99.042118,21.4150548,Mongsek,1702,20,5.44,5.2,1.14,82,90,,0.0066,0.0114,90,DRD,Shan (East),17,Tontar,170205,Honaung,17020506013,17,17,82,Pankhaing,17020506,288,1629
Ong Ma Hkar,96.68917,22.28382,Kyaukme,MMR015D003,,,,,,813,828,,,813,GAD+MIMU,Shan (North),MMR015,Nawnghkio,MMR015013,Ong Ma Hkar,209677,,,828,Ong Ma Hkar,MMR015013016,,
Pang hkam,98.445611,23.26643,Kum Lone,1504,20,6.98,5.59,1.14,360,397,,0.0066,0.0114,397,DRD,Shan (North),15,Kum Lone,150416,Pang hkam,15041624001,,51,360,Panhai,,259,1847
Nant-he-wankaung,99.52352,21.86765,Kyaington,1701,20,5.44,5.2,1.14,75,83,,0.0066,0.0114,83,DRD,Shan (East),17,Mongket,170102,Nant-he-wankaung,17010205006,15,12,75,Pha-Lan-kaw,17010205,165,1022
Pu Che,96.9838067,19.8867149,Taunggyi,1601,19,6.05,5.46,1,430,475,,0.0066,0.0114,475,DRD,Shan (South),16,phekhon,160103,Pu Che,16010306008,45,44,430,Kone Son,16010306,484,2749
Nar Ton Lon,97.6720172,20.9507859,Loilem,1602,19,6.05,5.46,1,53,58,,0.0066,0.0114,58,DRD,Shan (South),16,NamSan,160202,Nar Ton Lon,16020212003,10,10,53,Loi Yae,16020212,323,1845
Kachinshwegyaung,96.6541442,22.90439138,NULL,NULL,19,5.71,5.27,1,66,79,,0.0117,0.012,79,DRD,Mandalay,1,Magoke,NULL,Kachinshwegyaung,1010202502,NULL,13,66,Ho-wit,10103027,4144,NULL
Thinton,96.275303,21.417007,Kyaukse,103,19,5.71,5.27,1,1068,1272,,0.0117,0.012,1272,DRD,Mandalay,1,Myitthar,10303,Thinton,1030305102,0,0,1068, ,10303051,0,0
Myaychar,96.7343197,20.5400426,Taunggyi,1601,19,6.05,5.46,1,219,242,,0.0066,0.0114,242,DRD,Shan (South),16,Kalaw,160102,Myaychar,16010214011,40,40,219,,,515,2700
Bathala(haung),100.088118,20.7132778,Tachileik,1704,20,5.44,5.2,1.14,206,227,,0.0066,0.0114,227,DRD,Shan (East),17,Tarlay,170414,Bathala(haung),17041401026,42,45,206,Nayaung,17041401,1269,5583
Hway Hoo,97.7555773,21.8842924,Taunggyi,1601,19,6.05,5.46,1,151,167,,0.0066,0.0114,167,DRD,Shan (South),16,KyiThe,160211,Hway Hoo,16021109012,14,14,151,Wam Chin,16021109,270,2343
Wa ho naung,99.668,21.54602,Kyaington,1701,20,5.44,5.2,1.14,62,68,,0.0066,0.0114,68,DRD,Shan (East),17,Mongket,170102,Wa ho naung,17010215011,13,10,62,Wan on,17010215,263,1449
Man Yin,98.48846,22.58707,Lashio,MMR015D001,,,,,,141,144,,,141,GAD+MIMU,Shan (North),MMR015,Tangyan,MMR015004,Man Yin,206741,,31,144,Nawng Hpar,MMR015004016,,
Wham Mat Lan,97.1680668,21.0363493,Taunggyi,1601,19,6.05,5.46,1,173,191,,0.0066,0.0114,191,DRD,Shan (South),16,Hopong,160110,Wham Mat Lan,16011005004,21,18,173,Lae That,16011005,194,567
Nawnghoi,97.9091045,23.2989623,Lashio,1501,20,6.98,5.59,1.14,206,227,,0.0066,0.0114,227,DRD,Shan (North),15,Theinni,150102,Nawnghoi,15010201005,40,32,206,Hkamtung,15010201,311,1963
Kaunglaung(palaung),99.7464481,21.0469226,kyaington,1701,20,5.44,5.2,1.14,178,196,,0.0066,0.0114,196,DRD,Shan (East),17,kyaington,170101,Kaunglaung(palaung),17010124006,34,34,178,Mong Pak(up),17010124,453,2290
Lonmon,97.7663039,23.3274601,Mu Se,1502,20,6.98,5.59,1.14,59,65,,0.0066,0.0114,65,DRD,Shan (North),15,Kaut Khine,150215,Lonmon,15021518007,8,8,59,Nampu,15021518,166,1329
Inwanmu,99.69911,21.54187,Kyaington,1701,20,5.44,5.2,1.14,52,57,,0.0066,0.0114,57,DRD,Shan (East),17,Mongket,170102,Inwanmu,17010215009,12,9,52,Wan on,17010215,263,1449
Mankang,98.0367639,22.4275804,Lashio,1501,20,6.98,5.59,1.14,26,29,,0.0066,0.0114,29,DRD,Shan (North),15,Mongyai,150104,Mankang,15010415006,,7,26,Na Hko,15010415,275,1285
Pan Lon,97.2314388,20.4764579,,,19,6.05,5.46,1,0,0,,0.0066,0.0114,0,DRD,Shan (South),16,SiSai,,Pan Lon,16010405003,0,0,0,Ban Yin,,0,0
Kanghkam(KongHkam),97.6100158,23.8889661,Banmaw,902,21,7.96,6.01,1.28,516,592,,0.0091,0.0144,592,DRD,Kachin,9,Mansi,90210,Kanghkam(KongHkam),9021039002,94,85,516,Pang-hkam,9021039,582,3534
Harkyarkyaung,100.00675,20.8453465,Mongpyek,1703,20,5.44,5.2,1.14,57,63,,0.0066,0.0114,63,DRD,Shan (East),17,Mongpyek,170310,Harkyarkyaung,17031014003,14,12,57,Tawnyunantkhan,17031014,73,351
Taung Tan,97.3728028,20.1308484,,,19,6.05,5.46,1,0,0,,0.0066,0.0114,0,DRD,Shan (South),16,SiSai,,Taung Tan,16010413010,0,0,0,Taung Shae,,0,0
Nantpon(wa),99.5770556,21.3822676,kyaington,1701,20,5.44,5.2,1.14,109,120,,0.0066,0.0114,120,DRD,Shan (East),17,kyaington,170101,Nantpon(wa),17010104035,17,17,109,Kattyeik,17010104,1233,6699
Myoehoungkonhla,96.9372376,20.1468634,Taunggyi,1601,19,6.05,5.46,1,94,104,,0.0066,0.0114,104,DRD,Shan (South),16,Nyaungshwe,160105,Myoehoungkonhla,16010535009,19,14,94,Inntan,16010535,324,2094
Ho pu,99.2016443,21.368942,Mongsek,1702,20,5.44,5.2,1.14,151,167,,0.0066,0.0114,167,DRD,Shan (East),17,Tontar,170205,Ho pu,17020502001,32,32,151,Pharowar,17020502,423,2159
Shweminphone,96.4936101,20.6483331,Taunggyi,1601,19,6.05,5.46,1,205,226,,0.0066,0.0114,226,DRD,Shan (South),16,Kalaw,160102,Shweminphone,16010208004,39,39,205,,16010208,371,1899
Lwe Tat,96.7295168,20.2837628,Taunggyi,1601,19,6.05,5.46,1,,0,,0.0066,0.0114,0,DRD,Shan (South),16,Naung Ta Yar,160112,Lwe Tat,16011212026,76,76,,Paw In,16011212,1272,6848
Kioshio(n),96.9670683,22.6125487,Kyaukme,1503,20,6.98,5.59,1.14,329,363,,0.0066,0.0114,363,DRD,Shan (North),15,Kyaukme,150306,Kioshio(n),15030510002,,32,329,Narhkaw,,215,1894
Pachan,97.7371659,23.6498931,Mu Se,1502,20,6.98,5.59,1.14,55,61,,0.0066,0.0114,61,DRD,Shan (North),15,Kaut Khine,150215,Pachan,15021533003,10,10,55,Homawhopone,15021533,216,1336
Ginnwe,96.6497153,23.0689472,Kyaukme,1503,20,6.98,5.59,1.14,143,158,,0.0066,0.0114,158,DRD,Shan (North),15,Momeik,150310,Ginnwe,15031001005,,32,143,Taung-gaing,15031001,418,2056
Pankalar,99.8240817,21.1047535,kyaington,1701,20,5.44,5.2,1.14,168,185,,0.0066,0.0114,185,DRD,Shan (East),17,kyaington,170101,Pankalar,17010123010,33,33,168,Yankha,17010123,521,2675
Bazar,97.931461,22.0635999,Kyaukme,1503,20,6.98,5.59,1.14,28,31,,0.0066,0.0114,31,DRD,Shan (North),15,Hsipaw,150306,Bazar,15030612004,7,0,28,konhkite,15030612,216,1106
Wanle',99.1900238,21.277183,Mongsek,1702,20,5.44,5.2,1.14,171,189,,0.0066,0.0114,189,DRD,Shan (East),17,Tontar,170205,Wanle',17020505008,27,24,171,Mongshan,17020505,346,1797
Aram(Gawrahkar),97.1579942,23.0249733,Kyaukme,1503,20,6.98,5.59,1.14,32,35,,0.0066,0.0114,35,DRD,Shan (North),15,Nam san,150309,Aram(Gawrahkar),15030906003,,6,32,Haryam,,332,2244
Kyauktai,96.9053946,20.3507198,Taunggyi,1601,19,6.05,5.46,1,250,276,,0.0066,0.0114,276,DRD,Shan (South),16,Nyaungshwe,160105,Kyauktai,16010524001,50,37,250,Kyauktai,16010524,441,1970
Theehlaing,96.7717757,20.4983557,Taunggyi,1601,19,6.05,5.46,1,302,333,,0.0066,0.0114,333,DRD,Shan (South),16,Nyaungshwe,160105,Theehlaing,16010515007,61,54,302,Tonelai,16010515,827,3835
Ainlaing,98.2378132,20.2592548,Loi Lem,1602,19,6.05,5.46,1,59,65,,0.0066,0.0114,65,DRD,Shan (South),16,Maing Pan,160209,Ainlaing,16020911005,7,7,59,Namon,16020911,101,684
Ma-dee-hal,99.8171884,20.6569342,Tachileik,1704,20,5.44,5.2,1.14,62,68,,0.0066,0.0114,68,DRD,Shan (East),17,Tachileik,170413,Ma-dee-hal,17041307003,20,17,62,Monghal,17041307,195,742
